@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-N10-R72-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute Class {1,0}
@attribute Cluster {cluster0,cluster1}

@data
3419,19.629332,-21.732041,0,-1.664501,15.588457,24.248711,-8.660254,-25.913212,9.883082,-8.660254,0,cluster1
3420,22.281102,-7.390661,-0.746514,0,7.447818,75.69062,-58.889727,-71.760597,2.714124,-58.889727,0,cluster1
3421,15.976437,-5.939202,5.727892,0.530008,12.654363,46.834654,-38.105118,-50.761213,9.334022,-40.96993,0,cluster1
3422,38.084333,-34.661801,-2.06114,-2.06114,38.434207,105.655099,-71.343173,-105.655099,30.53952,-69.282032,0,cluster1
3423,20.474573,11.881869,7.342163,4.43405,19.052559,64.847982,-54.663523,-84.110119,10.288382,-67.965674,0,cluster1
3424,80.666802,-75.888074,-4.203687,-0.500563,79.275965,407.39567,-331.220076,-410.783562,71.351833,-336.987805,0,cluster0
3425,53.539423,-46.625076,1.247077,-0.214774,51.961524,147.224319,-95.262794,-157.536949,48.904455,-97.756948,0,cluster1
3426,35.671586,-30.368047,1.482635,-0.308305,34.814221,2347.587024,-2313.690789,-2347.386106,31.99271,-2318.419288,0,cluster0
3427,12.28024,-1.299038,-1.245345,0,3.464102,17.320508,-20.507482,-23.971583,0.053694,-7.205331,0,cluster1
3428,8.907937,-3.424264,-0.588897,-0.588897,6.166101,164.544827,-154.152522,-163.955929,11.876672,-154.152522,0,cluster1
3429,19.0872,-16.492588,-4.402873,-2.580756,16.108073,132.138156,-115.527789,-131.959755,13.366236,-115.56243,0,cluster1
3430,12.28024,-1.299038,-1.254005,0,3.464102,17.320508,-20.507482,-23.971583,0.045033,-7.205331,0,cluster1
3431,11.223689,-14.531906,0.883346,0,13.856406,86.60254,-74.893877,-81.423708,11.310292,-71.672262,0,cluster1
3432,9.058626,-4.797781,0,0,6.928203,27.712813,-20.78461,-27.712813,4.797781,-20.78461,0,cluster1
3433,32.444776,-18.205586,3.562829,0.098727,27.908535,331.202755,-308.426287,-335.006339,22.473359,-316.925461,0,cluster1
3434,20.933566,-12.867405,4.338787,0,14.30674,87.243399,-62.267227,-87.667752,16.400789,-70.56375,0,cluster1
3435,8.157959,-13.388753,-3.637307,0,16.02147,73.386993,-60.621778,-65.055828,10.132497,-63.878034,0,cluster1
3436,45.369339,-33.404332,5.045464,0,42.227399,724.222404,-683.484569,-722.923366,37.081476,-687.052594,0,cluster1
3437,53.499585,-57.351666,-13.856406,0,50.229473,81.406388,-41.569219,-84.87049,43.49526,-55.425626,0,cluster0
3438,23.129806,-7.328307,-0.805404,0,5.958255,44.271219,-25.010814,-40.642572,2.894257,-29.444864,0,cluster1
3439,14.020951,-9.83112,-2.374642,-1.558846,15.415252,81.406388,-69.108827,-83.78103,11.389966,-70.667673,0,cluster1
3440,18.086075,-24.409792,-6.399928,0.836581,17.04338,64.951905,-50.956935,-69.493343,17.157695,-58.023702,0,cluster0
3441,16.655401,-14.485141,-0.916255,0.443405,16.541085,197.453792,-177.691092,-195.354546,18.626474,-178.747643,0,cluster1
3442,9.370395,-3.031089,-6.027537,0,3.186973,32.631837,-27.435685,-30.622658,-0.987269,-31.454043,0,cluster0
3443,126.640627,-136.735019,-0.103923,-9.249151,131.635861,344.678111,-213.042249,-345.197726,127.797637,-213.40598,0,cluster1
3444,14.592528,-10.880743,0.646055,-0.415692,13.856406,245.137151,-232.094808,-245.906181,11.890529,-232.908872,0,cluster1
3445,4.648824,0,-1.184723,0,-15.588457,22.51666,-12.124356,-15.041129,0,-12.124356,0,cluster1
3446,9.526279,-10.738715,0,-1.281718,6.928203,31.176915,-24.248711,-32.458632,3.048409,-24.248711,0,cluster1
3447,21.312885,-17.197532,-1.721659,-1.335411,21.839429,227.833963,-207.049354,-227.165392,20.923174,-205.994535,0,cluster1
3448,-6.235383,-2.771281,-2.771281,-1.385641,0.34641,17.666918,-17.320508,-9.353074,1.385641,-20.091789,0,cluster1
3449,18.493106,-10.698878,-1.479171,-4.018358,13.856406,57.711933,-39.837169,-51.154389,10.698878,-39.837169,0,cluster1
3450,0.545596,0.909327,0,0,5.888973,15.588457,-14.549227,-10.721394,1.515544,-12.124356,0,cluster1
3451,113.92391,-99.904691,0.072746,-0.266736,107.750881,708.945716,-604.122001,-710.97568,100.074432,-612.158717,0,cluster1
3452,1.347536,-7.728411,-4.711178,1.449727,11.015843,65.194392,-60.067522,-60.211282,3.289164,-60.067522,0,cluster1
3453,66.865821,-60.60619,1.0808,-4.297218,68.370974,1037.498434,-972.650451,-1037.63873,60.486678,-975.085715,0,cluster1
3454,126.654483,-136.721163,-0.103923,-9.266472,131.635861,342.94606,-211.310199,-343.465675,127.76646,-211.673929,0,cluster1
3455,17.933654,-24.049525,-5.384946,1.034034,24.849733,142.028166,-122.767761,-138.567529,18.177873,-128.869776,0,cluster0
3456,11.935562,-6.354894,2.979127,0,12.124356,47.250346,-38.105118,-56.187728,12.313149,-41.084245,0,cluster1
3457,12.297561,-16.627688,-4.676537,-0.769031,12.124356,43.820885,-36.373067,-44.589916,6.505583,-41.049604,0,cluster1
3458,46.843314,-35.489721,1.983198,1.160474,41.569219,245.951215,-206.702943,-247.48408,35.489721,-207.880738,0,cluster1
3459,9.526279,-20.819251,-24.733686,-9.630202,6.928203,-0.900666,-8.660254,-8.729536,2.944486,-25.149378,0,cluster0
3460,22.973922,-7.42357,0,0,10.392305,20.78461,-0.779423,-20.78461,7.42357,-10.392305,0,cluster1
3461,21.939888,-14.630633,-3.83476,1.90872,19.177267,110.851252,-97.16805,-107.390614,12.8293,-89.889973,0,cluster1
3462,28.497432,-7.910276,5.230793,1.506884,20.99592,225.183925,-199.809381,-232.060167,10.695414,-210.215542,0,cluster1
3463,42.033409,-31.55277,4.148262,-0.69282,38.209041,1152.506607,-1114.40149,-1150.745112,34.033066,-1117.640425,0,cluster1
3464,26.063901,-15.761662,1.441066,0,26.050044,135.099963,-110.816611,-133.658897,13.994971,-114.349994,0,cluster1
3465,25.634352,-15.934867,0,0,20.78461,48.497423,-27.712813,-48.497423,15.934867,-27.712813,0,cluster1
3466,23.19216,-13.406073,-0.433013,-0.394908,20.840035,199.185843,-180.202566,-200.611321,16.913476,-182.416127,0,cluster1
3467,66.569641,-61.979706,-0.325626,-4.809905,68.833431,725.417519,-660.742742,-725.446964,60.836553,-662.022728,0,cluster1
3468,12.337398,-13.5048,1.558846,-0.265004,12.124356,97.323935,-88.334591,-107.011295,11.64631,-89.893437,0,cluster1
3469,15.009952,-20.410487,0,-1.117173,12.124356,25.980762,-13.856406,-27.097935,8.121586,-13.856406,0,cluster1
3470,-0.606218,6.096819,-12.193638,-0.717069,3.75855,18.151892,-18.463662,-20.895461,-12.910707,-34.710298,0,cluster0
3471,7.621024,14.549227,0,0,22.51666,12.124356,-6.928203,-12.124356,2.771281,-6.928203,0,cluster1
3472,20.555979,-18.241959,-2.771281,-1.163938,22.391953,142.374576,-122.975607,-140.988936,20.791538,-119.982624,0,cluster1
3473,7.421838,-13.795785,0,-10.825318,-5.629165,26.413775,0.433013,-4.76314,-7.85485,-10.392305,0,cluster1
3474,31.476559,-23.450236,-2.58422,0,26.171288,19.052559,26.361813,-21.636779,4.207151,7.118729,0,cluster1
3475,48.930435,-1.299038,0,0,-39.837169,51.961524,-5.196152,-8.660254,-42.002232,-5.196152,0,cluster1
3476,31.296426,-24.544892,2.286307,-0.656447,31.836826,397.609583,-368.16472,-400.552338,26.831199,-370.345372,0,cluster1
3477,22.689866,0,0,0,-7.880831,18.273136,2.684679,-8.660254,-9.612882,-6.928203,0,cluster1
3478,5.424783,-1.4861,0,0,-0.207846,17.528354,-6.720357,-6.495191,-2.185848,-10.392305,0,cluster1
3479,13.544637,-8.398714,-1.054819,0,10.444266,33.012888,-1.576166,-18.323365,-2.097514,-12.072394,0,cluster1
3480,20.938762,-16.56187,0.621806,0,17.597636,178.401233,-159.348674,-179.23435,16.544549,-160.076136,0,cluster1
3481,29.029172,-25.537357,-0.717069,-2.17026,27.82886,256.932417,-226.898656,-254.271987,29.405027,-226.817249,0,cluster1
3482,24.60205,-10.080536,4.652288,0.814064,20.199177,289.356408,-267.653811,-292.048015,15.671596,-277.315191,0,cluster1
3483,19.8978,-11.642846,4.364768,-0.360267,16.870175,88.334591,-67.099648,-84.312769,13.464963,-73.6468,0,cluster1
3484,146.496857,-133.431998,-0.148956,0.639127,141.731986,1129.279806,-990.733062,-1131.463922,131.228829,-991.843306,0,cluster1
3485,24.681724,-9.959292,0,0,17.320508,29.444864,-12.124356,-29.444864,9.959292,-12.124356,0,cluster1
3486,32.470756,-19.70381,0.969948,-4.723303,27.435685,195.998869,-163.540237,-189.001384,21.32501,-167.575916,0,cluster1
3487,10.392305,-11.518138,0,-0.775959,6.928203,48.497423,-45.587577,-49.273381,2.688143,-41.569219,0,cluster1
3488,12.543512,-17.339561,-0.230363,-3.048409,15.588457,74.686031,-60.621778,-74.916394,14.291151,-60.621778,0,cluster1
3489,25.824878,-11.862816,1.733783,1.252273,19.819857,180.808784,-159.989533,-187.678097,14.0452,-167.501437,0,cluster1
3490,19.331419,25.909748,11.428071,6.651075,19.052559,48.774551,-43.024142,-77.270251,7.362948,-62.994688,0,cluster1
3491,44.600308,-3.897114,0,0,-27.712813,46.765372,-5.196152,-12.124356,-30.743902,-5.196152,0,cluster1
3492,25.114737,0,0,0,-19.918584,32.04294,-8.660254,-10.392305,-21.650635,-8.660254,0,cluster1
3493,67.731847,-45.996341,2.838831,0.935307,59.686471,432.874138,-375.058282,-440.358329,53.496121,-381.622754,0,cluster1
3494,22.596335,-16.825142,0,0,11.466176,47.423551,-23.590532,-39.178989,8.58058,-27.712813,0,cluster1
3495,126.75321,-136.622436,-0.103923,-9.231831,131.635861,348.142212,-216.506351,-348.661828,127.702374,-216.870082,0,cluster1
3496,10.115177,0,0,0,-1.593487,13.717842,-5.334716,-10.392305,-3.325538,-8.660254,0,cluster1
3497,65.052364,-46.832922,1.408157,1.125833,56.620741,250.627752,-193.98969,-259.421374,52.479407,-203.065637,0,cluster1
3498,19.185927,-14.415859,0.484974,-1.108513,17.320508,269.64567,-252.879418,-270.823464,16.078628,-254.542187,0,cluster1
3499,19.520213,-15.836141,-4.040875,0,22.447378,45.033321,-22.585943,-42.284556,12.441321,-25.980762,0,cluster1
3500,19.520213,-15.836141,-4.040875,0,22.447378,45.033321,-22.585943,-42.284556,12.441321,-25.980762,0,cluster1
3501,21.965868,-2.577292,3.169653,2.078461,19.052559,62.007419,-45.033321,-69.230071,12.969596,-53.347165,0,cluster1
3502,13.051003,-9.605954,9.28206,0,14.046932,77.37071,-69.091507,-85.391837,11.52853,-76.781812,0,cluster1
3503,23.987172,-6.53676,-2.326144,0,13.371432,549.54508,-535.2037,-551.38625,6.051786,-535.2037,0,cluster1
3504,77.403619,-63.051846,-0.689356,-2.674286,71.031404,555.416732,-482.099022,-554.488353,64.07722,-486.671636,0,cluster1
3505,83.065693,-82.774708,-2.213561,0.990733,83.432887,550.740195,-468.796872,-551.076213,78.364907,-471.46423,0,cluster1
3506,23.625173,-17.696363,1.025374,0.017321,20.4382,677.058661,-656.984192,-677.538439,18.196926,-658.335191,0,cluster1
3507,44.972699,-33.251911,3.909239,-0.524811,41.725104,998.579252,-958.62084,-999.448742,35.903681,-961.461403,0,cluster1
3508,22.383293,-21.494751,6.715161,0.987269,19.797341,121.659249,-110.851252,-131.918186,19.468251,-117.848737,0,cluster1
3509,16.78184,-8.332896,-2.598076,-0.519615,13.856406,142.547781,-129.730605,-140.988936,9.891742,-130.250221,0,cluster1
3510,375.541524,-315.299065,-4.099764,0.114315,345.312041,648.116092,-306.572993,-653.348617,312.891514,-308.883549,0,cluster0
3511,79.996499,-65.982476,3.947344,-0.715337,75.910591,551.692823,-476.729664,-554.829567,72.950516,-480.372167,0,cluster1
3512,18.274868,-15.029005,-0.914523,-1.991858,15.588457,154.949265,-138.165693,-153.87193,13.418198,-138.962436,0,cluster1
3513,35.442956,-29.463916,-3.81744,1.302502,32.908965,264.899851,-235.55891,-267.522175,25.895892,-237.94914,0,cluster1
3514,17.755253,-20.161071,-2.443924,1.110245,19.728059,268.208068,-250.142778,-267.291813,16.108073,-253.156546,0,cluster1
3515,14.033076,-11.012379,-1.333679,-3.273576,12.124356,223.434554,-210.773263,-224.213977,9.903867,-211.310199,0,cluster1
3516,14.033076,-11.012379,-1.333679,-3.273576,12.124356,223.434554,-210.773263,-224.213977,9.903867,-211.310199,0,cluster1
3517,32.231733,-27.581177,0.722265,-5.407463,30.930963,449.969479,-418.411514,-449.922714,26.805218,-422.727784,0,cluster1
3518,278.752793,-262.190923,-0.971681,0.433013,271.931977,657.330602,-386.24733,-656.558107,263.858888,-389.65947,0,cluster1
3519,33.967248,-28.521681,-2.52533,-1.470511,30.778543,318.298977,-287.520434,-318.27646,28.661977,-287.520434,0,cluster1
3520,14.379486,-4.725035,0,0,1.680089,29.496825,-12.072394,-19.000597,-0.523079,-17.320508,0,cluster1
3521,35.685443,-33.551556,1.777084,0,33.341978,119.511506,-86.169528,-122.064549,27.056366,-88.334591,0,cluster1
3522,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3523,46.765372,0,0,0,-41.569219,50.229473,-5.196152,-6.928203,-43.30127,-5.196152,0,cluster1
3524,29.429275,-27.659119,1.853294,-1.496492,31.17345,536.606661,-509.205617,-541.619216,28.019386,-513.26208,0,cluster1
3525,1.454923,-4.347448,-3.048409,0,6.720357,61.03747,-60.413932,-57.971741,-0.225167,-61.938137,0,cluster1
3526,40.7846,-34.514576,0.308305,0.658179,40.443386,1536.173182,-1497.964141,-1537.390813,37.187131,-1502.779242,0,cluster1
3527,32.280231,-27.48245,-2.085389,-1.125833,31.176915,955.762956,-924.915131,-953.095598,28.008994,-925.400105,0,cluster0
3528,20.988992,-19.385113,-1.177795,0,20.78461,110.851252,-88.888847,-108.478342,17.029524,-88.888847,0,cluster1
3529,1.073872,-2.598076,0,0,6.928203,8.660254,-1.732051,1.524205,2.598076,-1.732051,0,cluster1
3530,19.284654,-6.581793,-1.617735,0,12.124356,27.712813,-15.588457,-29.330548,6.581793,-15.588457,0,cluster1
3531,21.454913,6.417248,9.211046,3.464102,19.052559,72.746134,-60.621778,-91.247901,10.90326,-74.478185,0,cluster1
3532,13.061395,-4.872259,-0.613146,0,8.660254,60.621778,-51.961524,-61.234924,4.872259,-51.961524,0,cluster1
3533,10.643452,-11.66363,-0.829652,0,15.415252,91.625488,-74.65139,-86.219757,11.66363,-76.210236,0,cluster1
3534,54.270348,-8.083481,0,0,-20.78461,51.961524,-3.464102,-17.320508,-26.557535,-3.464102,0,cluster1
3535,32.967855,-12.746162,-3.330734,8.140639,30.34553,162.812776,-140.607885,-174.587257,4.285094,-134.493745,0,cluster1
3536,16.766252,0,0,0,1.732051,6.928203,-5.196152,-13.579278,0,1.454923,0,cluster1
3537,24.068578,-11.774481,-0.942236,-0.374123,21.88273,69.282032,-50.229473,-70.598391,14.978775,-57.012184,0,cluster1
3538,3.464102,0,0,0,1.732051,10.392305,-8.660254,-10.392305,0,-8.660254,0,cluster1
3539,32.836219,-11.729448,-0.536936,3.706589,26.483057,469.125961,-445.639352,-473.927206,10.409625,-440.425879,0,cluster1
3540,34.734547,-12.915903,0.846973,0,24.248711,478.046023,-453.797312,-480.689132,16.007614,-455.997016,0,cluster1
3541,41.46876,-34.55095,3.031089,-0.207846,40.045015,807.135676,-767.922046,-805.758696,35.633481,-769.394289,0,cluster1
3542,30.155005,-27.470326,-1.645448,0.765566,31.467899,193.418114,-163.955929,-191.467824,26.115862,-165.414316,0,cluster1
3543,58.933029,-51.128408,0.221703,0.949164,56.894405,876.556273,-822.550929,-878.409567,48.95988,-823.732187,0,cluster1
3544,138.865441,-139.263813,-1.118905,-4.255649,139.75918,5778.935558,-5639.695994,-5779.475958,138.428965,-5639.938481,0,cluster0
3545,9.841513,-9.141764,-0.502295,0.502295,9.249151,50.818371,-44.444424,-48.428141,9.141764,-47.319628,0,cluster1
3546,68.033224,-53.089089,5.159779,-1.077336,65.817931,407.846004,-344.678111,-410.724672,60.652955,-347.310828,0,cluster1
3547,6.858921,-7.274613,0,0,10.392305,31.176915,-20.78461,-24.525839,7.274613,-20.78461,0,cluster1
3548,18.839517,-9.825924,2.546115,0,17.320508,91.816013,-76.210236,-94.41409,13.255385,-84.783887,0,cluster1
3549,23.089969,-17.98908,1.389105,0,20.403559,586.784173,-566.952191,-587.24663,18.506963,-568.666921,0,cluster1
3550,28.611747,-22.880391,-0.621806,-0.727461,26.344493,325.625552,-299.64479,-325.519897,22.51666,-300.372251,0,cluster1
3551,108.270496,-110.816611,-2.598076,0.888542,111.370867,255.304289,-146.531498,-249.687248,105.435129,-146.011883,0,cluster1
3552,22.005706,-21.858481,6.746338,1.004589,19.78002,107.73356,-96.994845,-118.065243,19.849302,-104.026972,0,cluster1
3553,26.327172,-24.352634,0,-1.648912,20.78461,27.712813,2.182384,-29.361725,13.593135,-6.928203,0,cluster1
3554,24.059918,-18.94344,-0.793279,-2.821511,28.422954,119.511506,-93.530744,-113.39217,18.564121,-100.805357,0,cluster1
3555,54.576921,-38.364925,0,0.458993,42.61711,136.243117,-85.459387,-132.908919,35.489721,-87.875598,0,cluster1
3556,21.861945,-21.210694,4.177707,-6.394732,22.773004,102.190998,-86.325412,-104.408023,21.210694,-77.200969,0,cluster1
3557,13.956865,-10.374984,-3.027625,-0.232095,15.138124,35.541683,-24.248711,-33.674532,8.861172,-26.812147,0,cluster1
3558,38.477509,-34.481667,0.055426,-0.038105,36.373067,683.50189,-648.774271,-684.840765,34.888699,-647.787002,0,cluster1
3559,11.630721,-9.136568,-1.835974,-5.507922,8.556331,48.809192,-29.237018,-32.268107,5.46462,-32.908965,0,cluster1
3560,20.294439,-13.64856,-0.410496,0,14.410663,63.531624,-45.587577,-61.586531,11.292971,-46.765372,0,cluster1
3561,19.831982,28.289586,11.921706,6.928203,19.052559,45.033321,-39.837169,-74.680835,6.35143,-60.621778,0,cluster1
3562,19.598155,29.969675,12.449981,7.205331,19.052559,44.756193,-40.114297,-75.55552,6.074302,-61.747611,0,cluster1
3563,35.972963,-13.212084,11.176924,-1.271325,33.196486,508.789925,-479.778074,-522.842053,32.122614,-490.402473,0,cluster1
3564,9.030913,0.75171,0,0,6.928203,29.444864,-16.939457,-23.86766,4.825494,-22.51666,0,cluster1
3565,4.629772,-2.984324,-1.032302,0,6.443229,119.511506,-114.315353,-116.109758,1.737247,-114.315353,0,cluster1
3566,0.938772,-2.50801,0,-2.50801,3.827832,29.808594,-21.789199,-22.232604,-0.412228,-23.884981,0,cluster1
3567,53.499585,-57.351666,-13.856406,0,50.229473,81.406388,-41.569219,-84.87049,43.49526,-55.425626,0,cluster0
3568,13.482283,-8.078285,-4.846278,-2.095781,1.004589,41.569219,-40.58195,-47.414891,2.887329,-34.259965,0,cluster0
3569,10.336879,-5.251578,1.732051,0,7.794229,119.511506,-111.717277,-119.511506,4.385553,-111.717277,0,cluster1
3570,67.000921,-34.708566,8.587508,1.870615,58.872407,219.987773,-159.21011,-232.063631,45.966896,-172.356376,0,cluster1
3571,42.648287,-32.953999,2.282843,-0.536936,39.941092,1079.500666,-1040.841292,-1078.397349,36.024925,-1042.694586,0,cluster1
3572,13.83389,-12.35645,-0.746514,0,13.856406,61.816893,-50.229473,-67.118701,12.35645,-50.229473,0,cluster1
3573,38.510418,-34.098884,0.389711,-0.038105,36.373067,697.358296,-662.630677,-698.690243,34.857523,-661.972498,0,cluster1
3574,74.211449,-66.084667,0,1.299038,70.148058,173.205081,-104.356061,-173.205081,59.589476,-108.253175,0,cluster1
3575,3.464102,-5.854332,0,-2.927166,4.659217,23.711776,-19.052559,-17.857444,0,-13.198227,0,cluster1
3576,27.373331,-5.691519,0,0,-7.084088,36.528952,-12.124356,-20.78461,-10.052823,-12.124356,0,cluster1
3577,3.464102,0,0,0,1.732051,5.196152,-3.464102,-5.196152,0,-3.464102,0,cluster1
3578,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3579,3.782799,-6.159173,0,0.571577,9.231831,22.51666,-10.184459,-10.8946,6.159173,-13.28483,0,cluster1
3580,28.197787,0,0,0,-23.001635,35.12599,-8.660254,-10.392305,-24.733686,-8.660254,0,cluster1
3581,9.325362,-1.742443,2.788602,0,6.928203,31.176915,-27.037313,-31.176915,7.319647,-24.248711,0,cluster1
3582,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3583,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3584,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3585,3.464102,0,0,0,1.732051,5.196152,-3.464102,-5.196152,0,-3.464102,0,cluster1
3586,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3587,10.536065,-8.135443,0.363731,-0.848705,8.660254,51.961524,-43.30127,-52.567742,6.299469,-44.149975,0,cluster1
3588,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3589,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3590,28.197787,0,0,0,-23.001635,36.858041,-10.392305,-12.124356,-24.733686,-10.392305,0,cluster1
3591,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3592,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3593,3.464102,0,0,0,1.732051,8.660254,-6.928203,-8.660254,0,-6.928203,0,cluster1
3594,3.464102,0,0,0,1.732051,6.928203,-5.196152,-6.928203,0,-5.196152,0,cluster1
3595,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3596,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3597,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3598,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3599,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3600,3.464102,0,0,0,1.732051,6.928203,-5.196152,-6.928203,0,-5.196152,0,cluster1
3601,13.951669,-7.743999,-0.911059,0,10.392305,45.033321,-34.641016,-45.94438,7.743999,-34.641016,0,cluster1
3602,38.105118,0,0,0,-32.908965,45.033321,-8.660254,-10.392305,-34.641016,-8.660254,0,cluster1
3603,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3604,3.464102,0,0,0,1.732051,6.928203,-5.196152,-6.928203,0,-5.196152,0,cluster1
3605,16.082092,-8.16662,0,0,12.124356,55.425626,-43.30127,-55.425626,8.16662,-43.30127,0,cluster1
3606,3.464102,0,0,0,1.732051,10.392305,-8.660254,-10.392305,0,-8.660254,0,cluster1
3607,3.464102,0,0,0,1.732051,5.196152,-3.464102,-5.196152,0,-3.464102,0,cluster1
3608,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3609,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3610,3.464102,0,0,0,1.732051,8.660254,-6.928203,-8.660254,0,-6.928203,0,cluster1
3611,42.435245,-2.598076,0,0,-29.444864,45.033321,-5.196152,-10.392305,-32.04294,-5.196152,0,cluster1
3612,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3613,11.835103,10.258937,15.744342,0,8.660254,19.052559,-10.392305,-19.052559,5.485405,-26.136647,0,cluster1
3614,7.794229,-2.598076,0,0,5.196152,10.392305,-5.196152,-10.392305,2.598076,-5.196152,0,cluster1
3615,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3616,16.454483,-7.794229,0,0,12.124356,17.320508,-5.196152,-17.320508,7.794229,-39.837169,0,cluster1
3617,14.289419,-6.495191,0,0,10.392305,15.588457,-5.196152,-15.588457,6.495191,-5.196152,0,cluster1
3618,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3619,3.464102,0,0,0,1.732051,6.928203,-5.196152,-6.928203,0,-5.196152,0,cluster1
3620,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3621,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3622,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3623,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3624,3.464102,0,0,0,1.732051,8.660254,-6.928203,-8.660254,0,-6.928203,0,cluster1
3625,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3626,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3627,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3628,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3629,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3630,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3631,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3632,7.794229,-2.598076,0,0,5.196152,10.392305,-5.196152,-10.392305,2.598076,-5.196152,0,cluster1
3633,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3634,-21.061738,26.25789,0,0,-23.659814,10.392305,-5.196152,-10.392305,31.454043,-5.196152,0,cluster1
3635,3.464102,0,0,0,1.732051,5.196152,-3.464102,-5.196152,0,-3.464102,0,cluster1
3636,-31.176915,34.641016,0,0,-32.908965,6.928203,-5.196152,-6.928203,34.641016,-5.196152,0,cluster1
3637,32.320068,0,0,0,-27.123916,39.248271,-8.660254,-10.392305,-28.855966,-8.660254,0,cluster1
3638,32.320068,0,0,0,-27.123916,37.51622,-6.928203,-8.660254,-28.855966,-6.928203,0,cluster1
3639,3.464102,0,0,0,1.732051,10.392305,-8.660254,-10.392305,0,-8.660254,0,cluster1
3640,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3641,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3642,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3643,38.105118,0,0,0,-32.908965,43.30127,-6.928203,-8.660254,-34.641016,-6.928203,0,cluster1
3644,38.105118,0,0,0,-32.908965,45.033321,-8.660254,-10.392305,-34.641016,-8.660254,0,cluster1
