@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-N35-R71-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute K33 numeric
@attribute K34 numeric
@attribute K35 numeric
@attribute Class {1,0}
@attribute Cluster {cluster0,cluster1}

@data
3158,0,-1.732051,19.052559,3.464102,-15.588457,17.320508,0,-17.320508,1.732051,15.588457,0,0,1.732051,-19.052559,-19.052559,0,0,-1.732051,1.732051,15.588457,1.732051,13.856406,15.588457,3.464102,1.732051,-17.320508,0,-1.732051,1.732051,17.320508,-1.732051,-1.732051,0,0,-1.732051,0,cluster1
3159,1.991858,-463.115745,21.754558,481.908496,18.636867,-1.922576,-0.800207,-3.824368,462.232399,-463.614576,-2.199705,-443.006635,1.990126,-4.816833,-466.250757,0.256344,-1.364856,-480.503803,3.483154,-459.149349,19.883943,-462.455834,-17.542211,22.986046,2.114834,-18.077414,1.593487,-16.752395,465.866242,15.465482,-5.682859,-3.0155,-17.543943,-2.009179,-460.89872,0,cluster1
3160,-1.680089,-116.047404,19.052559,136.780052,12.332202,0,2.908113,-2.908113,112.687226,-117.275428,-1.680089,-91.954577,4.744087,-3.516063,-119.407583,1.228024,0.452065,-126.543632,8.556331,-114.367315,20.732648,-117.431313,-16.920404,25.928801,3.516063,-21.804788,0,-14.464356,113.91525,12.176317,-3.516063,-3.516063,-17.216585,3.360179,-116.047404,0,cluster1
3161,1.524205,-128.17176,17.511034,140.296115,6.754998,2.320948,-0.458993,-4.148262,127.409657,-123.867614,-0.762102,-112.981674,0.562917,-6.408588,-133.541117,-1.221096,0.458993,-136.970578,3.325538,-124.326607,13.665881,-127.193151,-8.582312,16.211996,4.867063,-13.709182,0,-12.583349,126.950664,10.340343,-4.849742,-2.563435,-9.56092,0.762102,-127.409657,0,cluster1
3162,-1.506884,-82.895952,19.052559,101.948511,13.094304,0.017321,2.769549,-2.752229,78.40994,-82.686374,0,-57.867817,2.78687,-3.013768,-84.385515,1.279986,0.226899,-92.959167,8.989344,-79.916824,22.031686,-82.703694,-17.318776,25.045455,1.524205,-21.770147,0,-14.793446,81.179489,13.042343,-2.996448,-3.013768,-17.528354,2.996448,-81.406388,0,cluster1
3163,-0.554256,-141.47391,17.37247,163.29775,20.749969,0,-0.088335,-2.146011,140.365397,-143.619921,-3.897114,-120.204326,2.908113,-2.996448,-143.690935,-2.32268,0.088335,-157.530021,4.659217,-139.793821,20.161071,-142.147678,-17.301456,24.266032,4.659217,-16.522033,-2.234346,-14.689523,143.065665,13.28483,-5.230793,-4.10496,-16.610367,-1.680089,-138.667988,0,cluster1
3164,3.405212,-2009.946235,101.614225,2107.438179,100.879835,-0.900666,-3.051874,-2.906381,2011.950218,-2014.504993,1.610807,-1912.355565,11.000255,-11.05568,-2011.515473,-1.758032,-3.465834,-2098.651485,8.312112,-2006.984428,97.133409,-2016.349627,-95.425607,106.796521,10.087464,-92.146835,-1.184723,-96.88919,2013.003305,87.879062,-12.908975,-10.196583,-88.729499,-2.487225,-2006.424976,0,cluster0
3165,0,-1.732051,17.476393,3.464102,1.732051,0,0,0,1.732051,-1.732051,0,15.744342,-14.012291,-1.732051,-1.732051,0,0,-1.732051,1.732051,-1.732051,17.476393,-3.464102,-1.732051,3.464102,17.476393,0,0,-1.732051,1.732051,-15.744342,-1.732051,-1.732051,0,0,-1.732051,0,cluster1
3166,14.427983,-49.068999,53.104678,58.889727,-4.607255,14.427983,0,-28.855966,34.641016,-5.78505,0,-10.392305,5.772925,-34.628892,-63.496983,0,0,-38.688819,5.772925,-5.78505,24.248711,-11.557975,4.607255,30.021637,5.772925,-47.331752,0,-24.248711,49.068999,47.331752,-5.772925,-5.772925,-18.475786,0,-34.641016,0,cluster1
3167,0,-39.248271,1.732051,40.980322,1.732051,-28.855966,28.855966,-28.855966,39.248271,-10.392305,-28.855966,-8.660254,30.588017,-1.732051,-10.392305,0,0,-10.392305,1.732051,-10.392305,30.588017,-12.124356,-1.732051,3.464102,1.732051,-28.855966,28.855966,27.123916,10.392305,0,-1.732051,-1.732051,-28.855966,-28.855966,-10.392305,0,cluster1
3168,0,-36.858041,1.732051,38.590092,1.732051,-24.733686,21.695668,-21.695668,36.858041,-9.086339,-24.733686,-10.392305,23.427719,-1.732051,-12.124356,-3.038017,3.038017,-12.124356,1.732051,-12.124356,26.465736,-10.818389,1.305966,3.464102,1.732051,-21.695668,24.733686,19.963618,9.086339,0,-1.732051,-1.732051,-24.733686,-24.733686,-12.124356,0,cluster1
3169,0,-34.641016,58.889727,58.889727,-10.392305,34.641016,0,-34.641016,34.641016,0,0,-10.392305,5.772925,-40.413941,-69.282032,0,0,-53.116802,5.772925,0,24.248711,-5.772925,10.392305,30.021637,5.772925,-53.116802,0,-24.248711,34.641016,53.116802,-5.772925,-5.772925,-18.475786,0,-34.641016,0,cluster1
3170,3.135012,-623.609305,51.232331,670.667393,48.880206,-2.095781,-1.137957,-6.188618,627.400764,-626.66291,0.519615,-574.592267,9.152156,-3.483154,-623.08969,-2.594612,-5.53217,-666.647303,-0.188794,-618.915447,47.440872,-620.723708,-42.111351,48.845565,4.122281,-52.242116,0.519615,-45.061034,624.149705,43.975038,-6.098551,-2.426603,-47.229561,-4.693858,-619.052279,0,cluster0
3171,0,-22.51666,8.660254,31.176915,8.660254,0,0,-17.320508,39.837169,-22.51666,0,-13.856406,3.216418,-3.216418,-22.51666,17.320508,0,-45.281004,20.536926,-39.837169,8.660254,-25.733079,-8.660254,11.876672,3.216418,11.876672,0,-8.660254,22.51666,-11.876672,-3.216418,-3.216418,11.876672,0,-22.51666,0,cluster1
3172,0,-29.444864,8.660254,38.105118,8.660254,0,0,-15.744342,45.189206,-29.444864,0,-20.78461,4.205419,-4.205419,-29.444864,15.744342,0,-49.64404,19.949761,-45.189206,8.660254,-33.650283,-8.660254,12.865673,4.205419,11.289507,0,-8.660254,29.444864,-11.289507,-4.205419,-4.205419,11.289507,0,-29.444864,0,cluster1
3173,-15.744342,7.084088,19.208443,12.124356,-28.024582,0,-15.744342,-15.744342,24.404596,-8.660254,0,-5.196152,2.165064,13.579278,-24.404596,0,-15.744342,5.78505,2.165064,7.084088,19.208443,20.663366,-3.464102,5.629165,-13.579278,-48.532064,-15.744342,-3.464102,8.660254,17.04338,-2.165064,-17.909405,-17.04338,15.744342,-8.660254,0,cluster1
3174,0,-25.980762,8.660254,34.641016,8.660254,0,0,-15.744342,41.725104,-25.980762,0,-17.320508,5.196152,-5.196152,-25.980762,15.744342,0,-45.189206,20.940494,-41.725104,8.660254,-31.176915,-8.660254,13.856406,5.196152,12.28024,0,-8.660254,25.980762,-12.28024,-5.196152,-5.196152,12.28024,0,-25.980762,0,cluster1
3175,0,-36.858041,1.732051,38.590092,1.732051,-24.733686,21.695668,-21.695668,36.858041,-9.086339,-24.733686,-10.392305,23.427719,-1.732051,-12.124356,-3.038017,3.038017,-12.124356,1.732051,-12.124356,26.465736,-10.818389,1.305966,3.464102,1.732051,-21.695668,24.733686,19.963618,9.086339,0,-1.732051,-1.732051,-24.733686,-24.733686,-12.124356,0,cluster1
3176,-0.775959,-447.232839,84.88781,528.084971,79.397209,-3.273576,-0.926647,-1.619468,449.432544,-450.736778,-2.546115,-364.115185,1.111977,-3.874598,-448.275534,0.164545,-2.72798,-519.810964,3.47969,-446.869108,84.905131,-449.058421,-77.694603,83.60436,6.867581,-77.457312,-0.065818,-74.504165,446.669923,67.468575,-3.891918,-7.231312,-77.753493,-1.042695,-446.869108,0,cluster1
3177,-15.744342,8.816139,36.684836,12.124356,-42.036873,15.744342,-15.744342,-31.488684,6.928203,24.56048,0,-1.732051,3.464102,-19.208443,-38.416887,0,0,-8.660254,3.464102,24.56048,5.196152,36.840721,10.548189,8.660254,3.464102,-48.965076,0,-5.196152,6.928203,33.220734,-3.464102,-3.464102,-1.732051,15.744342,-6.928203,0,cluster1
3178,0,-6.928203,38.105118,10.392305,-13.856406,17.320508,0,-17.320508,6.928203,10.392305,0,13.856406,-15.011684,-19.629332,-24.248711,0,0,-8.083481,2.308824,10.392305,20.78461,8.083481,13.856406,5.772925,19.629332,-18.475786,0,-3.464102,6.928203,1.155278,-2.308824,-2.308824,-1.155278,0,-6.928203,0,cluster1
3179,4.243524,-774.980153,52.609311,823.018582,52.333915,-1.818653,-4.014894,-3.867669,775.750916,-780.439577,2.424871,-727.747128,5.336449,-5.991164,-776.519946,-2.376374,-3.736034,-819.19075,1.747639,-770.786858,46.922988,-774.548872,-44.155171,50.884189,4.908632,-47.896401,-1.179527,-45.022929,778.716187,42.539168,-6.614702,-3.860741,-44.749265,-4.243524,-770.883853,0,cluster0
3180,7.638344,-144.574281,36.165221,165.462814,18.342418,7.638344,2.546115,-17.822803,142.028166,-136.935937,-2.546115,-118.593519,5.260238,-12.898582,-152.212625,0,0,-160.202575,7.806353,-126.751478,31.072991,-139.65006,-18.342418,36.33323,7.806353,-35.997212,0,-23.434647,144.574281,25.812753,-12.898582,-5.260238,-23.266638,-7.638344,-136.935937,0,cluster1
3181,14.427983,-59.461304,63.496983,79.674337,5.78505,14.427983,0,-28.855966,45.033321,-16.177355,0,-10.392305,7.504976,-36.360943,-73.889287,0,0,-57.741378,7.504976,-16.177355,34.641016,-23.682331,-5.78505,42.145992,7.504976,-55.992006,0,-34.641016,59.461304,55.992006,-7.504976,-7.504976,-27.13604,0,-45.033321,0,cluster1
3182,-0.611414,-36.373067,1.732051,38.105118,1.732051,0,-0.611414,0.611414,36.373067,-36.373067,0,-34.029602,1.120637,-1.732051,-35.761653,-0.611414,0.611414,-36.373067,1.120637,-36.373067,1.732051,-36.88229,-0.509223,2.852688,2.343465,1.222828,-0.611414,-2.343465,35.761653,0,-1.732051,-2.343465,-0.611414,0.611414,-36.373067,0,cluster1
3183,-0.500563,-24.248711,7.636612,27.712813,3.464102,3.671948,-3.671948,0.500563,27.920659,-24.749274,3.671948,-20.284047,1.863687,-1.863687,-24.248711,-0.500563,-3.671948,-30.021637,1.363124,-24.749274,-0.708409,-21.939888,1.208971,1.655841,6.036197,-4.7718,0,-2.963539,27.920659,2.100978,-1.863687,-2.364249,1.57097,0.500563,-20.576764,0,cluster1
3184,0,-34.641016,25.980762,60.621778,25.980762,0,0,0,34.641016,-34.641016,0,-8.660254,11.545851,-11.545851,-34.641016,0,0,-49.075928,11.545851,-34.641016,25.980762,-46.186867,-25.980762,37.526613,11.545851,-14.434911,0,-25.980762,34.641016,14.434911,-11.545851,-11.545851,-14.434911,0,-34.641016,0,cluster1
3185,-0.26154,-9344.885225,143.136679,9485.66285,142.291438,-0.571577,-0.538668,-0.083138,9345.782427,-9344.10407,-0.207846,-9202.737547,4.184635,-4.879187,-9344.647934,0.441673,-0.555988,-9482.882909,5.102622,-9346.499496,141.747574,-9348.898386,-141.537996,147.309189,5.014287,-135.484478,0.800207,-143.02756,9344.672182,136.061251,-4.428854,-4.115353,-137.232118,-0.277128,-9344.100606,0,cluster0
3186,0,-62.353829,13.215548,75.569377,13.215548,-11.379574,-4.555294,-6.82428,62.353829,-66.909123,-6.82428,-53.693575,9.941972,-7.672985,-69.178109,0,0,-67.896392,3.117691,-62.353829,1.835974,-60.916227,-8.660254,11.777945,3.117691,-5.542563,6.82428,-4.10496,62.353829,0.987269,-9.941972,-3.117691,-5.542563,6.82428,-55.529549,0,cluster1
3187,5.871652,-98.501729,21.487822,121.69389,11.431535,-1.939897,-2.192776,-5.417855,96.544512,-104.120502,-1.957217,-79.224004,6.817352,-9.027449,-104.626261,-0.471118,0.235559,-114.876538,5.095693,-92.848316,19.042167,-101.387326,-12.917635,28.523413,5.095693,-17.878228,-3.678876,-9.491638,100.223388,12.477694,-9.010128,-5.095693,-14.182032,-1.957217,-102.416164,0,cluster1
3188,0,-53.693575,7.880831,67.549981,1.939897,-5.958255,-5.958255,5.975575,53.693575,-47.73532,0,-39.837169,4.880919,-4.880919,-47.718,-11.93383,0,-56.710808,4.880919,-47.73532,13.856406,-58.591815,-13.856406,30.671156,4.880919,-20.891997,-11.93383,-13.856406,59.65183,14.933742,-16.814749,-16.814749,-8.975487,-5.975575,-53.693575,0,cluster1
3189,5.490601,-33.913555,15.155445,38.105118,15.172765,-2.753961,-5.490601,-8.227241,42.158117,-50.402679,2.73664,-29.739312,-0.339482,0.356802,-33.913555,0,-10.981202,-24.726757,5.133799,-22.949673,20.646046,-25.346832,-4.191563,9.325362,-11.320684,-18.248887,-10.981202,-1.437602,39.404156,1.777084,-7.887759,-13.37836,-15.512247,-5.490601,-25.686313,0,cluster1
3190,5.248114,-64.08588,11.1648,74.426223,20.836571,0,0,-4.423658,64.08588,-69.333994,0,-53.745537,4.576078,0.672036,-70.15845,4.423658,0,-75.922715,4.576078,-59.662222,14.764001,-73.910072,-14.764001,26.237106,4.576078,-16.260493,0.824456,-14.764001,64.08588,6.588721,-9.824192,-4.576078,-11.012379,-5.248114,-58.837766,0,cluster1
3191,0,-8.660254,1.732051,10.392305,1.732051,0,0,0,8.660254,-8.660254,0,-6.928203,1.732051,-1.732051,-8.660254,0,0,-8.660254,1.732051,-8.660254,1.732051,-10.392305,-1.732051,3.464102,1.732051,0,0,-1.732051,8.660254,0,-1.732051,-1.732051,0,0,-8.660254,0,cluster1
3192,-2.502813,-1038.537664,39.178989,1070.753809,29.791274,-0.294449,-4.108425,1.790941,1045.22338,-1037.905466,0,-1010.913186,6.938596,-9.211046,-1039.803793,-5.009091,-3.460638,-1067.275851,12.805052,-1047.648251,34.346568,-1046.118851,-33.083902,51.564885,9.084606,-25.050651,0.767299,-40.290966,1044.423173,24.182893,-12.242135,-11.911313,-26.775773,-1.027106,-1040.169256,0,cluster0
3193,3.169653,-514.800141,77.855684,586.818814,73.750723,-0.606218,-0.952628,-3.671948,514.245885,-514.938705,-1.056551,-440.547123,0.902398,-5.700179,-518.056397,-1.472243,-0.121244,-585.327518,2.495885,-509.967719,74.512826,-513.953168,-70.269301,75.363263,5.093961,-71.445364,-0.069282,-70.442506,517.415538,68.674082,-5.873384,-2.963539,-70.250249,-3.152332,-512.04618,0,cluster0
3194,6.183421,-32.527914,7.943185,30.189646,16.194675,-3.08305,0,-5.16844,26.361813,-35.628285,-3.08305,-25.617031,5.346841,-8.429891,-33.542896,-1.014982,0,-32.041208,5.346841,-24.276424,5.913221,-28.625604,-12.079322,13.290026,2.26379,-4.664413,1.014982,-2.830171,35.628285,2.596344,-8.447212,0.81926,-4.664413,-6.183421,-26.344493,0,cluster1
3195,2.009179,-86.879669,8.533814,94.223564,7.343895,-7.066767,-0.185329,-0.633931,85.875079,-85.68975,-1.004589,-73.473595,3.47103,-4.660949,-86.060408,-1.375248,0.185329,-94.840174,2.65177,-88.104228,8.163155,-89.38075,-13.070055,16.277813,2.65177,-11.608205,1.189919,-11.431535,82.64134,9.969684,-3.656359,0.39664,-8.745125,2.04382,-81.82208,0,cluster1
3196,1.62986,-1070.69492,79.182435,1147.171891,76.279518,1.479171,-1.641984,-0.592361,1068.633779,-1066.217568,-0.2702,-989.799487,4.316271,-6.318521,-1071.992226,-1.2159,-1.693946,-1144.566886,3.195634,-1066.399434,78.364907,-1072.01301,-75.429081,83.129779,7.556938,-74.597696,-0.874686,-78.458437,1070.410863,72.288873,-5.670734,-5.461156,-74.850576,-2.911577,-1067.168464,0,cluster0
3197,2.887329,-20.78461,7.574258,24.179429,10.461587,0,-0.646055,-2.241274,20.78461,-24.317993,0,-16.743735,2.32268,-2.968735,-20.78461,-1.29211,0.646055,-25.390133,2.32268,-17.897281,6.282148,-22.461235,-4.990038,9.896938,3.61479,-2.667358,0,-6.928203,23.671938,4.605523,-6.502119,-3.61479,-4.605523,-2.887329,-17.251226,0,cluster1
3198,5.248114,-15.640419,1.732051,12.124356,1.732051,-5.248114,0,0,10.392305,-10.392305,0,-8.660254,1.732051,-1.732051,-10.392305,0,0,-5.144191,1.732051,-10.392305,1.732051,-12.124356,-1.732051,3.464102,1.732051,0,0,-1.732051,15.640419,0,-1.732051,-1.732051,0,0,-10.392305,0,cluster1
3199,0,-3.464102,1.732051,5.196152,1.732051,0,0,0,3.464102,-3.464102,0,-1.732051,1.732051,-1.732051,-3.464102,0,0,-3.464102,1.732051,-3.464102,1.732051,-5.196152,-1.732051,3.464102,1.732051,0,0,-1.732051,3.464102,0,-1.732051,-1.732051,0,0,-3.464102,0,cluster1
3200,0,-296.544419,132.016913,430.379985,131.098926,-5.940934,-2.353857,-0.382783,297.462406,-299.23083,-1.36832,-164.094494,4.96579,-5.518314,-298.363072,-0.517883,0.06755,-431.270259,4.583006,-301.567366,129.713285,-303.346182,-136.054323,141.172533,4.583006,-131.92165,0.450333,-133.435462,294.190562,130.153226,-5.03334,-1.846366,-128.784906,3.637307,-295.176099,0,cluster0
3201,0,-296.544419,132.016913,430.379985,131.098926,-5.940934,-2.353857,-0.382783,297.462406,-299.23083,-1.36832,-164.094494,4.96579,-5.518314,-298.363072,-0.517883,0.06755,-431.270259,4.583006,-301.567366,129.713285,-303.346182,-136.054323,141.172533,4.583006,-131.92165,0.450333,-133.435462,294.190562,130.153226,-5.03334,-1.846366,-128.784906,3.637307,-295.176099,0,cluster0
3202,0.952628,-300.597418,14.809034,314.453824,12.903779,-0.952628,-1.385641,0.433013,300.597418,-300.164405,0.952628,-284.835755,1.387373,-4.678269,-300.597418,-2.338269,-0.519615,-309.775555,3.725641,-298.692162,15.761662,-301.032162,-12.470766,17.582048,0.867757,-12.555636,-1.905256,-13.336791,300.164405,11.083393,-4.678269,-4.678269,-12.036021,-0.952628,-299.64479,0,cluster1
3203,2.217025,-84.593361,23.486609,99.21187,10.184459,2.217025,5.556419,-5.556419,77.942286,-79.064655,-4.43405,-56.672702,2.615397,-5.927078,-84.593361,3.339394,3.311681,-91.067767,10.361128,-69.074186,27.920659,-76.123633,-11.306828,29.413687,-0.723997,-23.11595,6.651075,-9.06209,76.84763,13.125481,-3.710053,-1.493028,-21.993581,-2.217025,-77.942286,0,cluster1
3204,-0.502295,-303.611186,30.613998,331.618448,26.483057,0,-2.686411,-2.293235,302.104302,-304.458159,-0.502295,-276.12354,3.883258,-9.600758,-306.217923,0.769031,0.157617,-323.619837,5.045464,-299.65345,25.90282,-301.934561,-22.21182,31.606463,4.040875,-25.315655,-0.424352,-22.024758,303.453569,20.008651,-4.543169,-4.543169,-21.939888,0,-302.606597,0,cluster1
3205,4.156922,-50.229473,6.235383,54.386395,10.392305,-2.078461,1.887935,-6.044857,53.347165,-55.2351,-3.117691,-48.151012,2.708927,-0.820992,-50.229473,-0.190526,-0.848705,-53.565403,1.860223,-46.072551,9.353074,-51.89917,-6.044857,8.095605,1.860223,-6.263096,0,-3.308217,54.19587,2.296699,-6.017145,-4.977914,-7.492852,-8.313844,-47.111782,0,cluster1
3206,4.43405,-1338.073335,271.791681,1609.629456,269.714952,-4.809905,-1.712998,0.919719,1335.579182,-1335.984481,0.732657,-1061.885709,6.003288,-10.012986,-1339.022499,-4.700786,0.782887,-1602.881387,6.786175,-1335.617287,271.240889,-1341.385016,-268.339703,278.202001,8.171816,-262.878547,-1.169134,-272.498357,1337.924378,263.24401,-9.834584,-7.063303,-265.42293,-2.494153,-1335.203327,0,cluster0
3207,1.681821,-2356.631793,43.666733,2397.989702,38.539863,-1.231488,-2.809386,-2.748765,2355.91992,-2357.49089,0.708409,-2315.790035,3.727373,-8.092141,-2362.486125,-1.51208,0.103923,-2393.015252,3.453709,-2351.766462,40.076192,-2356.876012,-36.700425,44.037392,4.435782,-40.332535,-0.881614,-36.269144,2357.768018,37.218308,-6.205938,-4.454835,-37.057227,-2.028231,-2355.450534,0,cluster0
3208,7.291934,-283.29423,26.685707,303.819032,25.998083,-3.031089,1.063479,-4.342251,280.315103,-285.293017,-0.606218,-254.66343,1.205507,-7.382001,-283.410277,-3.590541,1.96761,-305.057448,3.432925,-275.234998,27.995137,-281.468649,-26.668386,31.625516,3.467566,-25.395329,0.410496,-24.870518,284.409671,23.252782,-10.153282,-0.730925,-24.33185,-4.260845,-277.266693,0,cluster1
3209,-0.640859,-1187.080074,73.284802,1259.322181,69.333994,-2.218757,-2.118298,-0.166277,1188.257868,-1186.295455,0.968216,-1117.117345,5.483673,-6.143584,-1190.381362,-2.670822,0.367195,-1255.826902,5.071445,-1185.573189,70.943069,-1191.223139,-69.640567,76.014514,6.077766,-67.685081,-0.436477,-69.633639,1188.095055,65.804074,-6.716893,-5.767729,-65.649922,-0.795011,-1186.577779,0,cluster0
3210,-1.103316,-5344.163092,65.894141,5410.511031,63.600906,-0.994197,-1.146618,0.010392,5344.925195,-5344.137112,0.062354,-5278.485458,4.108425,-4.461763,-5345.214447,-1.538061,0.100459,-5407.393339,3.971593,-5344.648067,65.655118,-5348.716654,-65.248086,71.133595,5.405731,-62.850928,-1.065211,-66.029241,5344.256623,62.128662,-5.334716,-5.066249,-61.801305,0.60795,-5344.353618,0,cluster0
3211,-1.447994,-2009.154688,67.716258,2076.624995,62.38847,-1.465315,-2.289771,0.001732,2011.025303,-2009.09753,0.284056,-1944.46259,4.383821,-5.544295,-2012.521795,-2.539186,0.28752,-2073.668384,4.193295,-2008.496509,65.703615,-2013.30295,-64.863571,71.502521,5.66727,-64.217516,-1.30077,-65.059292,2010.491831,62.18582,-6.836405,-5.73482,-61.380417,-0.285788,-2010.268397,0,cluster0
3212,-0.611414,-1886.612093,81.797831,1968.631627,78.40994,-1.98493,-1.716462,0.885078,1888.049696,-1886.41464,0.561184,-1806.385232,4.385553,-5.267167,-1888.716535,-2.745301,0.251147,-1966.714247,4.544901,-1886.612093,80.599252,-1892.062857,-81.046121,87.579417,5.317396,-79.291554,-1.331947,-81.321517,1887.067623,78.068726,-6.923007,-5.282755,-76.705602,-0.445137,-1886.705624,0,cluster0
3213,0.635663,-1578.457738,56.591296,1632.717694,55.21778,1.016714,-2.298431,-1.927773,1576.171431,-1576.245909,-0.576773,-1520.354362,3.325538,-6.774051,-1578.701957,0.408764,-0.426084,-1630.14733,1.058283,-1574.144932,55.247225,-1575.497663,-53.231117,58.56237,5.017751,-53.132391,-0.356802,-56.009327,1577.193341,51.971917,-3.315145,-2.454316,-54.176817,-0.808868,-1575.473415,0,cluster0
3214,8.52169,-283.618124,22.521857,300.6667,19.047363,-5.473281,1.737247,-3.573221,283.536717,-285.978909,-1.212436,-258.589989,2.572095,-9.339218,-287.878969,-5.029876,0.606218,-299.849172,3.865937,-278.751061,23.815699,-286.190219,-20.096986,25.256765,4.996967,-18.049701,1.818653,-18.965956,285.291285,15.100019,-11.78141,-3.865937,-18.049701,-4.260845,-279.275872,0,cluster1
3215,9.612882,-12.124356,1.732051,4.243524,11.344933,0,0,-9.612882,12.124356,-21.737238,0,-20.005187,1.732051,-1.732051,-12.124356,0,0,-12.124356,1.732051,-2.511474,1.732051,-13.856406,-1.732051,3.464102,1.732051,0,0,-1.732051,21.737238,0,-11.344933,-1.732051,0,-9.612882,-2.511474,0,cluster1
3216,0,-69.282032,7.395857,77.942286,7.413177,1.247077,0,1.264397,69.282032,-68.034956,0,-60.621778,2.565167,-3.812244,-68.017635,-2.511474,0,-75.377119,2.565167,-68.034956,8.660254,-73.111597,-7.413177,13.736895,2.565167,-7.342163,-2.511474,-8.660254,69.282032,7.342163,-5.076641,-5.076641,-6.095087,-2.511474,-69.282032,0,cluster1
3217,1.437602,-174.61497,14.850604,184.359488,8.954703,1.326751,-0.935307,-6.183421,175.082624,-173.967183,-0.613146,-164.077173,1.775352,-4.861867,-179.069805,-1.257469,-1.0808,-182.261974,2.132155,-169.83451,11.684415,-172.323467,-7.194939,12.524459,3.102103,-12.538316,-0.613146,-9.456997,176.842387,9.697752,-4.505064,-2.599808,-8.727804,-0.969948,-171.628915,0,cluster1
3218,5.854332,-65.177072,24.802968,81.943324,17.857444,-9.87269,-0.545596,-11.163067,65.177072,-66.46745,-4.018358,-49.155602,8.812675,-4.248721,-68.84902,-2.38157,-0.545596,-76.603411,2.412747,-56.395574,22.620584,-63.025865,-24.257372,29.051688,5.339913,-23.680599,4.76314,-18.40304,72.321781,18.371863,-14.12141,-5.339913,-18.371863,-5.854332,-61.158714,0,cluster1
3219,3.971593,-58.664561,5.611845,70.338583,10.167138,-6.027537,-0.54906,-0.957824,54.109267,-60.171445,-1.506884,-49.455247,4.662681,-0.656447,-53.594848,-2.055944,0.54906,-65.126842,0.142028,-55.650792,10.167138,-58.257529,-3.00684,8.767641,4.253917,-2.315752,-2.055944,-0.133368,59.622385,4.955397,-5.211741,-1.205507,-8.518226,-0.923183,-58.664561,0,cluster1
3220,-0.282324,-242.38319,57.157677,297.860777,58.837766,-1.680089,0.829652,0.568113,239.023011,-238.172574,0,-180.46757,8.298255,-9.148692,-239.305336,-0.850437,0.850437,-287.031996,7.186279,-237.342922,58.837766,-247.603591,-56.30724,64.62628,9.148692,-50.518726,1.680089,-54.647935,238.172574,49.689074,-7.468603,-7.186279,-51.369163,-3.360179,-237.060598,0,cluster1
3221,-0.727461,-198.943356,17.788162,214.514493,17.822803,-1.472243,-2.199705,-0.727461,197.453792,-198.198574,-2.217025,-179.64831,2.861348,-6.550616,-200.398278,2.217025,0,-210.180901,2.861348,-196.726331,15.588457,-197.387974,-15.588457,18.449805,2.861348,-11.965007,2.217025,-14.116214,197.453792,9.765302,-2.861348,-0.644323,-12.727109,0.727461,-197.453792,0,cluster1
3222,7.205331,-35.195272,6.928203,34.918144,6.928203,-14.410663,7.205331,-7.205331,27.989941,-20.78461,-7.205331,-13.856406,9.514155,-2.308824,-20.78461,0,0,-18.198658,2.308824,-20.78461,14.133535,-23.093433,-6.928203,9.237027,2.308824,-11.824711,7.205331,0.277128,27.989941,4.61938,-2.308824,-2.308824,-11.824711,-7.205331,-20.78461,0,cluster1
3223,-7.638344,-127.461619,24.491198,154.498932,5.403999,-2.563435,-10.369788,-4.9069,136.36436,-132.368519,0,-120.775903,2.750497,-2.935826,-138.927795,-0.185329,0.185329,-151.545785,2.935826,-130.007734,14.32406,-121.309374,-17.949243,19.78868,4.200223,-26.462272,0,-13.227672,136.179031,16.463143,-2.935826,-2.935826,-11.388234,6.373947,-136.36436,0,cluster1
3224,4.693858,-64.08588,8.937382,66.320225,7.603703,-2.009179,-0.121244,-0.554256,64.08588,-66.649315,0,-59.842355,2.547847,-4.678269,-66.095059,-4.139601,-1.887935,-66.335814,2.66909,-63.41038,6.928203,-66.633727,-6.80696,11.606472,2.66909,-4.137869,2.009179,-9.058626,68.658494,4.259113,-7.362948,-2.66909,-6.268292,-2.684679,-61.401201,0,cluster1
3225,17.320508,-91.798693,50.229473,138.564065,43.30127,-20.78461,-3.464102,-6.928203,91.798693,-102.190998,-3.464102,-27.712813,13.662417,-27.518823,-109.119201,-10.392305,3.464102,-128.365749,6.734214,-84.87049,50.229473,-101.997008,-50.229473,56.963687,10.198315,-40.031158,3.464102,-46.765372,95.262794,40.031158,-30.982925,-10.198315,-43.49526,0,-84.87049,0,cluster1
