@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-N20-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute Class {1,0}
@attribute Cluster {cluster0,cluster1}

@data
3248,1.351,-8.157959,-3.346322,-4.749283,-58.245405,42.502795,-3.329002,5.421319,-8.864636,230.496125,-4.052999,244.825382,238.662745,244.808061,233.965423,242.123382,-248.895701,-58.872407,-178.501692,6.772319,0,cluster1
3249,1.524205,1.524205,0.978609,0.978609,-3.126352,1.652376,-0.545596,0,2.069801,32.283695,0,37.897272,36.918663,37.897272,36.373067,36.373067,-36.373067,-3.671948,-30.631319,0,0,cluster1
3250,10.184459,-10.184459,-21.690472,-1.321555,-5.814495,3.178313,-11.506014,20.368917,1.321555,32.617981,-10.184459,7.343895,39.218826,48.08173,27.712813,48.08173,-27.712813,-17.320508,1.113709,0,0,cluster1
3251,2.753961,-3.827832,-6.55408,-4.83935,-24.363027,19.007526,-2.708927,8.384858,-9.363467,284.142935,-0.795011,280.21118,288.913003,292.82051,278.654066,289.0966,-285.701781,-28.355404,-254.777746,0.969948,0,cluster1
3252,3.585345,-1.628128,-0.093531,-3.367107,-17.867836,10.854762,-0.128172,1.593487,-0.200918,288.010604,-1.264397,289.997267,291.718925,291.296305,296.838867,289.373728,-290.949895,-19.935905,-269.967831,2.927166,0,cluster1
3253,0,0,0,0,-13.856406,10.146354,0,2.036892,0,22.270709,2.036892,25.980762,25.980762,25.980762,28.017654,25.980762,-25.980762,-15.893298,-12.124356,0,0,cluster1
3254,2.805922,-3.897114,-6.573133,-4.83935,-23.87632,18.938244,-2.104442,7.970898,-9.621542,270.421628,-0.808868,265.731235,275.593532,279.119988,264.156801,275.882785,-271.862695,-27.8202,-240.971569,-0.122976,0,cluster1
3255,-1.610807,-1.593487,0.528275,-4.269505,-48.228955,42.535704,2.918506,0.796743,-9.327094,283.022298,-1.593487,290.049228,294.301413,290.845972,284.437384,290.863292,-292.456779,-48.497423,-242.876824,-2.39023,0,cluster1
3256,-0.173205,-0.952628,-0.240755,-0.909327,-39.177257,34.182023,1.577898,1.053087,-3.483154,1867.971763,-0.928379,1872.953141,1872.823237,1873.372297,1870.715331,1873.102097,-1874.983104,-38.745977,-1831.95723,0.1351,0,cluster1
3257,1.402961,0,-0.247683,-0.247683,-4.61938,-2.572095,-1.650644,1.402961,-5.364161,30.833968,1.402961,31.506004,35.962571,31.506004,35.962571,31.753687,-33.156649,-4.61938,-26.143575,0,0,cluster1
3258,3.637307,-6.079498,-4.117085,-4.099764,-345.947704,310.466643,-4.099764,0.114315,-8.041912,621.426921,-2.327876,654.212911,655.870483,656.637782,653.09747,651.753398,-649.345848,-342.88717,-303.685664,0,0,cluster1
3259,2.113102,-5.300075,0.782887,-0.136832,-29.1712,24.181161,-0.273664,1.056551,1.330215,242.009067,1.193383,244.496292,246.763547,249.796367,249.676856,248.876648,-243.439741,-25.201339,-217.964738,3.050141,0,cluster1
3260,1.351,0.6755,-0.252879,-0.12644,-12.252527,8.26015,0.42262,0,-3.12462,71.499057,0.12644,74.097134,74.899073,73.421634,71.268695,73.548073,-74.097134,-13.856406,-55.934849,-0.80194,0,cluster1
3261,0,-5.092229,0,0,-8.660254,5.888973,5.092229,-5.092229,-5.092229,24.941532,0,27.712813,27.712813,22.620584,32.805042,27.712813,-27.712813,-8.660254,-19.052559,0,0,cluster1
3262,-2.459512,-0.762102,-0.192258,-0.363731,-37.670373,34.240912,4.016626,-0.762102,-3.635575,980.560728,-0.673768,983.787538,983.545051,984.168589,982.990795,983.808323,-987.54782,-41.515526,-944.587764,1.43587,0,cluster1
3263,0,-1.558846,-0.647787,0.512687,-25.696706,21.376971,0.114315,0.381051,0.284056,207.600146,-0.381051,208.954609,211.576934,210.548096,212.124262,211.69125,-210.115083,-23.642494,-184.300598,1.957217,0,cluster1
3264,0,0.017321,-0.723997,1.008054,-25.811021,20.4382,1.56231,1.143154,-0.401836,196.954961,-1.143154,199.185843,201.641891,199.77474,200.917894,201.48947,-200.917894,-23.694455,-173.641558,1.143154,0,cluster1
3265,-1.749371,-0.866025,-1.965878,-1.965878,-17.069361,14.478213,6.590453,0,-4.893044,145.880247,-3.41214,150.68842,150.073542,153.234535,151.519805,149.839715,-158.396046,-21.633315,-131.419355,0.848705,0,cluster1
3266,2.961807,-2.927166,-4.752747,-4.787388,-24.899962,19.402433,-3.280504,5.972111,-8.497441,166.948913,0.15242,164.336981,172.796317,174.608042,163.709978,172.442978,-168.73639,-26.081221,-139.457803,-0.779423,0,cluster1
3267,-0.450333,0.883346,-2.301896,0.382783,-11.606472,8.64813,3.067462,3.100371,-3.500475,167.045908,-5.352037,169.689018,171.090247,175.90708,175.90708,171.040017,-173.707375,-13.908368,-159.281124,2.199705,0,cluster1
3268,2.632717,-0.883346,-2.203169,-2.081925,-22.062863,11.628989,-4.835886,6.252703,-10.908456,171.268648,-0.502295,175.820477,178.768428,179.284579,170.572364,175.959042,-179.3019,-25.305262,-149.316636,1.576166,0,cluster1
3269,4.624576,0,-1.801333,-3.342858,-25.720954,21.234943,-4.884383,1.541525,-5.906293,62.163303,4.624576,62.544355,68.970263,67.16893,62.544355,67.16893,-64.08588,-24.439237,-33.220734,-4.624576,0,cluster1
3270,8.504369,2.823243,0,0,-8.660254,-5.731356,2.823243,2.823243,-11.327612,76.610339,-2.823243,79.674337,88.178707,79.674337,79.674337,79.674337,-79.674337,-8.660254,-71.014083,-8.504369,0,cluster1
3271,0,-6.651075,-1.228024,-1.228024,-14.360433,11.60474,-1.228024,0,1.228024,34.625428,0,33.186093,41.065193,39.837169,47.716268,41.065193,-34.414117,-7.709358,-21.792663,6.651075,0,cluster1
3272,-8.244562,-8.244562,-10.42175,6.067374,-8.630809,-11.454052,-2.177188,24.733686,-22.556498,44.011411,-16.489124,68.450648,54.138712,76.69521,18.983277,43.716962,-76.69521,-43.786244,-30.731777,16.489124,0,cluster1
3273,1.042695,-8.248026,-7.205331,1.042695,-39.837169,31.69653,0,1.042695,-7.205331,72.223055,-7.205331,89.654414,82.449083,87.569025,81.406388,74.201057,-81.406388,-40.879863,-42.611914,1.042695,0,cluster1
3274,-2.823243,-8.504369,0,-8.504369,-10.392305,-0.6755,2.823243,8.504369,-2.823243,53.018075,0,64.08588,55.58151,64.08588,61.262637,64.08588,-66.909123,-13.215548,-53.693575,0,0,cluster1
3275,3.845153,0,2.693339,-1.151814,-43.30127,35.384066,-1.151814,-2.693339,4.996967,100.63042,0,114.696404,112.003065,109.699438,110.851252,110.851252,-114.696404,-38.304304,-61.401201,-1.151814,0,cluster1
3276,3.845153,0,2.693339,-1.151814,-43.30127,35.384066,-1.151814,-2.693339,4.996967,100.63042,0,114.696404,112.003065,109.699438,110.851252,110.851252,-114.696404,-38.304304,-61.401201,-1.151814,0,cluster1
3277,4.612451,-1.182991,0.727461,-0.930111,-16.627688,13.78366,1.870615,-1.929505,0.398372,255.520795,-0.237291,269.824071,249.645679,259.456015,259.258561,258.647147,-260.084749,-14.836747,-237.521323,8.041912,0,cluster1
3278,0,-1.835974,-0.313501,1.539793,-6.614702,-1.004589,1.522473,3.671948,-12.555636,49.448319,-1.835974,46.661449,54.336166,42.972181,46.661449,50.333396,-48.497423,0.433013,-41.255718,0,0,cluster1
3279,0.358535,-2.644842,-1.120637,-0.762102,-68.161395,58.702666,-3.406944,4.931149,-4.976182,222.668988,-1.524205,228.989241,230.109878,230.558479,224.058092,229.392809,-230.917014,-70.402669,-158.586572,1.882739,0,cluster1
3280,0.831384,-3.498743,-1.299038,0.415692,-67.965674,57.642651,-3.966396,6.166101,-4.901704,218.51553,-0.883346,225.980669,227.297027,226.985258,220.715234,225.183925,-227.833963,-71.880109,-154.516253,2.580756,0,cluster1
3281,-3.152332,-6.321985,-0.26154,-5.656878,-35.17622,21.576157,2.908113,6.304665,-6.043125,226.034362,0.926647,233.203321,231.74147,234.762166,230.717828,237.247659,-239.490665,-36.234503,-197.504022,-0.909327,0,cluster1
3282,0.069282,1.36832,-0.627002,-1.887935,-89.204081,83.147099,0.931843,2.340001,-0.741318,2248.80297,0.39664,2257.503061,2256.186702,2258.933735,2255.952876,2256.501936,-2259.616163,-90.920543,-2165.624694,-0.703213,0,cluster1
3283,0.606218,-1.212436,-1.818653,1.212436,-17.840123,13.413001,-1.212436,1.212436,-1.212436,193.113273,-2.424871,193.29687,196.934177,195.721741,195.115523,197.540395,-198.146612,-19.052559,-176.669182,-1.212436,0,cluster1
3284,0.398372,-1.212436,-0.116047,0.282324,-14.675666,10.716198,1.875811,1.991858,-2.274183,146.358293,-1.195115,146.548819,149.470789,149.354741,150.965548,148.557998,-147.345562,-13.180907,-132.853493,2.009179,0,cluster1
3285,0,0.814064,-1.811725,-0.796743,-13.672809,10.492764,2.223953,1.610807,-1.842902,244.3508,-1.028838,247.683265,247.700586,249.692444,247.89804,246.654427,-249.311393,-15.484534,-233.643262,-0.581969,0,cluster1
3286,6.82428,0,-3.393088,1.144886,-19.123573,2.764353,-5.662074,9.075946,-17.079753,104.697275,-2.251666,109.656137,117.621838,116.463096,100.56287,105.118164,-114.21143,-29.340941,-79.191095,-2.303628,0,cluster1
3287,-0.606218,1.36832,-1.096388,-1.520741,-79.21188,73.42683,0.739586,2.054212,-0.635663,1660.359493,0.320429,1668.553825,1668.048066,1669.270894,1666.657229,1667.783062,-1670.008748,-80.16624,-1587.599502,-0.053694,0,cluster1
3288,15.744342,0,-1.245345,-1.245345,-0.486706,0,-1.245345,0,-14.498997,19.69515,0,6.928203,23.91789,6.928203,6.928203,22.672545,-6.928203,-1.732051,11.793534,0,0,cluster1
3289,2.830171,2.002251,-0.658179,-1.499956,-247.989838,239.364225,-0.658179,0.590629,-2.788602,2653.85864,0.225167,2665.113506,2666.932159,2665.60714,2663.918391,2665.754365,-2666.222018,-245.610001,-2413.496753,-2.759157,0,cluster1
3290,0,0,-1.574434,-1.574434,-0.157617,0,-1.574434,0,1.574434,-1.574434,0,1.732051,3.306485,1.732051,1.732051,1.732051,-1.732051,-1.732051,1.574434,0,0,cluster1
3291,-0.017321,2.355589,-2.253398,-1.453191,-54.6947,47.246882,0.292717,3.339394,-0.06755,840.695893,0.27886,849.796088,850.175407,849.174281,847.816354,847.288078,-849.415037,-55.442946,-792.447885,2.821511,0,cluster1
3292,-0.207846,1.36832,-0.992465,-1.458387,-54.504175,46.9074,0.756906,2.23781,-0.341214,980.110394,0.5404,990.178806,990.078347,990.090471,987.788576,988.708295,-990.352011,-55.633472,-932.737073,1.416818,0,cluster1
3293,-3.39482,-2.424871,0.145492,0.128172,-46.42589,42.960056,4.319735,0.017321,-4.319735,963.309501,-1.108513,964.215364,966.667948,966.640235,966.44971,965.843492,-969.342234,-49.172922,-919.223612,3.06573,0,cluster1
3294,-0.225167,0.484974,-0.793279,-0.88681,-89.631897,84.285056,0.367195,1.271325,-0.176669,3038.122772,0.091799,3045.239768,3044.550412,3045.903144,3044.115667,3045.128917,-3046.712012,-90.205206,-2954.2638,-0.14376,0,cluster1
3295,-1.835974,-1.835974,-0.209578,3.46237,-15.274956,6.250971,3.46237,7.343895,-1.626396,119.040388,-5.507922,119.30366,119.513238,124.811581,119.30366,121.139633,-124.811581,-17.320508,-105.445521,3.671948,0,cluster1
3296,3.256256,0,-0.606218,-0.606218,-13.042343,4.605523,-3.862473,3.256256,-2.650038,29.772221,0,32.908965,36.771439,32.908965,36.165221,29.65271,-32.908965,-13.64856,-21.910443,0,0,cluster1
3297,6.183421,0,4.901704,4.901704,-4.659217,8.372734,-1.281718,0,1.281718,39.999981,0,45.033321,40.131617,51.216742,46.315039,46.315039,-46.315039,-4.659217,-30.34553,-6.183421,0,cluster1
3298,0,0,0,0,-1.732051,0,0,0,0,3.464102,0,5.196152,5.196152,5.196152,5.196152,5.196152,-5.196152,-1.732051,-3.464102,0,0,cluster1
3299,2.360785,-0.542132,0.521347,-2.076729,-184.816749,173.65195,-0.621806,0.888542,-4.608987,1177.354608,-0.61661,1185.645935,1187.814463,1186.946706,1185.822605,1188.138357,-1186.290258,-183.479606,-1000.460259,-1.172598,0,cluster1
3300,0,0,0,0,-28.197787,1.299038,-24.733686,24.733686,0,6.495191,0,8.660254,8.660254,8.660254,33.39394,-16.073431,-8.660254,-28.197787,-5.196152,24.733686,0,cluster1
3301,5.092229,-5.092229,0,-5.092229,-6.82428,-5.092229,-10.184459,5.092229,-15.276688,15.588457,5.092229,17.320508,22.412737,17.320508,17.320508,17.320508,-17.320508,-1.732051,-10.496228,0,0,cluster1
3302,-0.848705,2.095781,0.769031,-0.893738,-125.961663,116.906501,5.393606,4.607255,-7.472067,387.771535,-3.775871,391.079752,393.653579,394.838302,393.175533,393.591226,-394.006918,-125.608325,-266.257778,1.680089,0,cluster1
3303,-5.248114,-5.248114,-6.80696,3.689268,-12.245599,-1.454923,-1.558846,15.744342,-14.185496,50.835691,-10.496228,67.653905,58.716522,72.902018,36.165221,51.909563,-72.902018,-34.796901,-36.546272,10.496228,0,cluster1
3304,2.199705,-1.108513,1.058283,0.032909,-21.479162,17.057236,0.504027,2.71932,-3.223347,367.785401,-1.527669,370.780116,371.786438,374.573308,371.299732,373.094136,-374.10219,-23.074381,-347.471909,-3.374035,0,cluster1
3305,-1.732051,-1.732051,-1.073872,0.658179,-21.442789,18.157089,2.39023,0.866025,-0.658179,198.948552,-3.464102,202.649944,201.991765,204.381995,200.917894,202.649944,-208.712122,-24.248711,-179.059412,1.732051,0,cluster1
3306,0,0,0,0,-8.660254,5.390142,0,0,0,26.174752,0,29.444864,29.444864,29.444864,29.444864,29.444864,-29.444864,-8.660254,-20.78461,0,0,cluster1
3307,10.184459,0,5.092229,5.092229,-1.835974,-2.277647,0,0,-5.092229,28.795345,0,32.908965,32.908965,38.001195,33.783651,33.783651,-33.783651,-0.961288,-25.106076,-10.184459,0,cluster1
3308,1.437602,-5.767729,-7.409713,-4.534509,-18.848177,13.62258,-4.534509,0,-11.331076,97.994239,-7.205331,113.709136,102.39538,109.396329,97.860871,99.315793,-102.190998,-14.722432,-82.934057,2.875204,0,cluster1
3309,3.446781,1.472243,0.987269,-0.34641,-45.937452,35.507042,3.446781,1.891399,-4.919024,476.345149,-1.333679,483.969637,481.856535,480.103699,481.859999,482.137127,-482.500858,-41.18124,-436.054183,-3.519527,0,cluster1
3310,2.23781,-0.020785,0.689356,0.242487,-13.835622,7.809817,3.89365,1.770156,-3.651163,287.563735,-1.974538,295.231524,287.839131,292.661161,292.941753,290.984536,-290.984536,-14.17164,-273.681348,4.749283,0,cluster1
3311,0,0,0,0,-5.196152,2.771281,0,0,0,9.699485,0,12.124356,12.124356,12.124356,12.124356,12.124356,-12.124356,-5.196152,-6.928203,0,0,cluster1
3312,9.110587,9.110587,0,-13.665881,-19.052559,-2.733176,-9.110587,0,-4.555294,47.94663,0,69.732366,74.287659,60.621778,56.066485,69.732366,-60.621778,-14.497265,-37.013926,4.555294,0,cluster1
3313,10.392305,0,-0.658179,-7.586383,-20.12643,5.53217,-2.39023,0,-9.734126,93.208582,0,98.726896,102.849177,96.994845,96.994845,98.726896,-96.994845,-19.052559,-75.552056,-8.660254,0,cluster1
3314,2.805922,-1.870615,-1.222828,-0.28752,-23.164448,20.805394,-1.222828,-3.74123,2.158135,135.491406,0.935307,139.360808,141.518943,141.231423,143.245798,140.439876,-139.504568,-16.761056,-114.542252,3.74123,0,cluster1
3315,4.174242,0,0.606218,-2.165064,-8.920062,0.6755,-2.165064,1.385641,-4.78046,49.10364,1.385641,54.732806,56.91519,51.961524,51.961524,49.190243,-50.575884,-6.928203,-45.639539,-4.174242,0,cluster1
3316,-10.548189,-4.815101,-0.950896,-6.886634,-97.793321,85.469779,8.627345,8.828263,-10.532601,730.204908,0.121244,746.669783,738.210446,748.575039,733.70365,743.678531,-758.672895,-109.98003,-643.181479,1.085996,0,cluster1
3317,0,0,-0.940504,-0.940504,-30.236411,25.980762,-0.940504,0,0.940504,118.571002,0,124.707658,125.648162,124.707658,125.177044,125.177044,-125.177044,-30.707529,-92.120854,0,0,cluster1
3318,-1.506884,-0.762102,-1.531133,-2.028231,-19.980938,13.723039,-1.77362,4.271237,-4.115353,639.604794,-0.088335,644.30558,644.56712,646.262797,640.673469,644.605225,-648.012169,-24.328386,-620.742761,0.930111,0,cluster1
3319,-11.760625,-3.360179,-2.197972,-3.878062,-21.998777,9.498567,4.522385,12.018701,-12.922831,116.211949,-3.102103,126.387747,120.185273,129.747926,113.205109,121.34748,-139.828462,-39.575629,-99.993025,5.040268,0,cluster1
3320,0,0,-4.676537,-1.983198,-20.78461,20.495357,-2.338269,5.031608,-2.338269,55.387521,-1.628128,46.678769,55.676773,58.370112,53.693575,58.725183,-56.031844,-23.477949,-30.570697,-0.35507,0,cluster1
3321,0,6.408588,-6.408588,0,-8.660254,5.774657,0,6.408588,0,31.75542,0,34.641016,34.641016,34.641016,34.641016,28.232428,-34.641016,-8.660254,-25.980762,6.408588,0,cluster1
3322,6.183421,-4.122281,3.429461,1.71473,-6.235383,0.621806,1.36832,0,-3.429461,29.685619,2.407551,32.908965,35.316516,34.970106,37.031246,29.479505,-27.071954,-0.398372,-27.002672,-4.468691,0,cluster1
3323,-3.135012,0,0,-3.135012,-5.196152,-3.325538,6.270024,3.135012,-6.270024,17.129982,-3.135012,25.651672,16.246637,19.381649,22.51666,22.51666,-25.651672,-8.331164,-17.320508,3.135012,0,cluster1
3324,1.558846,-1.558846,-0.285788,-0.923183,-6.642415,1.846366,-1.065211,0.779423,-1.273057,65.331224,0.921451,69.282032,69.425793,69.282032,69.919427,69.42406,-68.502609,-6.14878,-61.288618,-0.142028,0,cluster1
3325,-1.887935,-0.467654,0.377587,0.148956,-10.319559,6.864117,3.183509,4.139601,-3.633843,237.850413,-3.467566,240.304729,238.770132,243.041369,240.481398,239.140791,-244.929305,-14.566547,-231.225319,1.163938,0,cluster1
3326,2.326144,-1.217632,0.649519,-1.97627,-66.922979,58.806589,-0.736122,0.495367,-3.975057,741.560233,-0.240755,747.246556,749.331945,748.859095,747.968821,749.704336,-748.005194,-65.85084,-679.923473,-0.867757,0,cluster1
3327,-2.511474,-1.680089,-1.087728,-2.767817,-20.112574,13.309078,0.592361,4.718106,-4.749283,358.077256,0.128172,364.146362,362.306924,365.393438,359.268907,364.146362,-367.904912,-24.671332,-340.611255,1.247077,0,cluster1
3328,-2.563435,-1.732051,-1.091192,-2.407551,-20.10911,13.290026,1.472243,4.7718,-4.41673,351.143856,-0.268468,357.218159,355.347544,358.465235,352.752932,356.883873,-361.110077,-25.093952,-333.996553,1.247077,0,cluster1
3329,-2.771281,-2.424871,-0.048497,-0.730925,-47.056356,41.084245,2.029964,-0.353338,-3.675412,954.619803,-0.041569,954.290713,955.870343,956.133615,955.787205,956.050477,-958.94993,-46.547133,-907.050759,4.932881,0,cluster1
3330,-4.43405,-4.43405,0,-4.43405,-11.362253,-0.103923,-4.43405,8.8681,-4.43405,34.537093,4.43405,41.569219,37.135169,41.569219,41.569219,37.135169,-46.003269,-15.796303,-30.206966,4.43405,0,cluster1
3331,-2.37291,-7.084088,0,-4.728499,-12.124356,2.371178,0.017321,4.728499,-2.37291,56.688291,0,66.441469,59.357381,64.08588,57.001792,66.441469,-71.169968,-12.141676,-47.250346,0,0,cluster1
3332,10.825318,-2.165064,-0.426084,-0.426084,-3.038017,-9.224903,-2.591148,0,-10.399233,21.95894,2.165064,24.248711,33.33505,24.248711,26.413775,24.248711,-22.083648,-1.299038,-18.193462,-6.495191,0,cluster1
3333,-1.991858,3.481422,-4.149994,-2.256862,-97.647828,91.743267,4.423658,5.241186,-4.025286,1558.925401,-0.42262,1565.77393,1564.739896,1567.396862,1563.314418,1561.778089,-1572.390364,-103.524677,-1464.849062,3.193902,0,cluster1
3334,0,0,0,0,-15.588457,12.773875,0,0,0,42.218738,0,45.033321,45.033321,45.033321,45.033321,45.033321,-45.033321,-15.588457,-29.444864,0,0,cluster1
3335,0,-7.863511,-0.495367,2.12003,-17.673846,11.609937,-3.110763,2.615397,3.110763,66.574837,-2.615397,68.398686,63.645939,71.014083,76.262197,73.62948,-63.150572,-10.305702,-49.734107,15.727021,0,cluster1
3336,6.408588,0,0,0,-8.660254,-0.34641,-3.204294,0,-6.408588,28.578838,3.204294,31.176915,37.585503,31.176915,31.176915,31.176915,-31.176915,-8.660254,-19.312367,-6.408588,0,cluster1
3337,0,0,0,0,-6.928203,4.252185,0,0,0,26.768845,0,29.444864,29.444864,29.444864,29.444864,29.444864,-29.444864,-6.928203,-22.51666,0,0,cluster1
3338,0.294449,0.917987,0.400104,0.266736,-20.786342,15.21087,1.335411,3.689268,-3.102103,349.198763,-0.930111,354.256352,355.47918,355.139698,352.293938,351.403664,-353.321044,-23.19216,-329.992052,0.982073,0,cluster1
3339,3.862473,-2.667358,0.909327,-2.788602,-141.032237,127.946593,-0.35507,2.39023,-5.689787,1024.161643,-0.33775,1033.843807,1035.471934,1037.896805,1036.389921,1037.619677,-1034.597249,-136.961918,-893.651614,-2.762621,0,cluster1
3340,-1.662769,-1.680089,-2.494153,-1.680089,-198.456649,190.187839,2.494153,3.445049,-3.325538,571.344672,-2.494153,584.601789,582.090315,590.319288,586.470671,585.639287,-593.121746,-200.540307,-385.939025,-2.596344,0,cluster1
3341,-1.581362,-2.644842,-0.083138,-2.973931,-44.610701,37.935377,2.133887,2.928898,-5.597988,2112.494035,-1.118905,2117.426916,2117.191357,2119.543482,2114.9726,2119.420507,-2121.405437,-45.984217,-2072.989421,-0.902398,0,cluster1
3342,2.217025,-1.108513,-6.820816,-2.812851,-22.34692,21.167393,-3.495279,7.16203,-5.372822,188.670562,-2.132155,174.244311,190.359312,191.980512,186.266476,192.66294,-187.546461,-25.244641,-159.317497,-1.790941,0,cluster1
3343,0,0,0,0,-12.124356,8.504369,0,0,0,36.217182,0,39.837169,39.837169,39.837169,39.837169,39.837169,-39.837169,-12.124356,-27.712813,0,0,cluster1
3344,1.680089,0,-6.974969,-3.360179,-20.529998,19.620672,-3.61479,7.22958,-4.785656,121.146562,-2.596344,107.698919,122.819723,124.499812,118.034066,124.754424,-121.139633,-24.654011,-93.380055,-1.934701,0,cluster1
3345,2.979127,0,-5.958255,-2.979127,-20.78461,17.926726,-2.979127,6.417248,-5.958255,60.258048,-2.520134,48.220294,63.115931,63.115931,57.61667,63.115931,-60.136804,-24.222731,-33.39394,-2.979127,0,cluster1
3346,0,0,0,0,-1.732051,0,0,0,0,5.196152,0,6.928203,6.928203,6.928203,6.928203,6.928203,-6.928203,-1.732051,-5.196152,0,0,cluster1
3347,0,0,0,0,-12.124356,8.504369,0,0,0,36.217182,0,39.837169,39.837169,39.837169,39.837169,39.837169,-39.837169,-12.124356,-27.712813,0,0,cluster1
3348,3.464102,-3.464102,-4.654021,-4.654021,-14.398538,12.318345,2.274183,3.464102,-2.274183,28.448935,0,25.980762,34.098884,32.908965,29.444864,32.908965,-25.980762,-15.588457,-12.666488,0,0,cluster1
3349,0,0,0,0,-6.928203,3.464102,0,4.809905,0,6.928203,4.809905,10.392305,10.392305,10.392305,15.20221,10.392305,-10.392305,-11.738108,-3.464102,0,0,cluster1
3350,0,0,0,0,-6.928203,3.464102,0,4.809905,0,6.928203,4.809905,10.392305,10.392305,10.392305,15.20221,10.392305,-10.392305,-11.738108,-3.464102,0,0,cluster1
3351,0,0,0,0,-6.928203,-2.750497,0,1.30077,-14.410663,14.84714,8.506102,17.320508,24.525839,17.320508,11.415947,17.320508,-24.525839,-15.434305,-3.186973,-7.205331,0,cluster1
3352,-5.559883,-1.02191,-0.47285,-0.197454,-30.740438,27.070222,6.489994,0.174937,-6.074302,1031.481289,0.119512,1034.588588,1035.825273,1035.74733,1031.957603,1035.452882,-1040.702728,-35.401386,-1003.976322,1.887935,0,cluster1
3353,4.122281,4.122281,0,-4.122281,-6.928203,-3.914435,0,4.122281,-12.366843,23.382686,-4.122281,25.980762,30.103043,25.980762,21.858481,30.103043,-25.980762,-2.805922,-19.052559,-4.122281,0,cluster1
3354,2.909845,-1.454923,4.733695,1.330215,-14.935474,6.439765,6.916079,1.454923,-6.898758,104.886069,-1.203775,108.582265,115.254125,102.745254,107.586336,100.796697,-97.635704,-8.036716,-96.532388,-0.978609,0,cluster1
3355,4.364768,-1.454923,0,0,-15.588457,5.795442,2.909845,0.206114,-10.184459,52.907224,0.206114,55.425626,61.245317,55.425626,54.176817,55.425626,-56.880549,-17.249494,-39.837169,-4.364768,0,cluster1
3356,1.541525,-0.571577,1.915648,-0.732657,-111.713813,105.856017,3.872866,0.86949,-5.39707,935.704076,-1.08946,939.18723,941.184284,939.582137,938.43552,937.62492,-938.316008,-112.463791,-825.576821,-0.351606,0,cluster1
3357,2.875204,0,0,0,-15.588457,9.032645,-2.875204,0,-2.875204,55.209119,2.875204,58.889727,61.764932,58.889727,59.416271,59.416271,-59.416271,-15.061914,-39.899522,-2.875204,0,cluster1
3358,0,-0.017321,-3.635575,2.530526,-16.767984,3.930023,2.530526,6.166101,-2.530526,90.568937,-3.08305,85.996323,98.898369,95.262794,95.280115,95.262794,-95.245474,-11.137087,-74.306712,3.100371,0,cluster1
3359,0,0,0,-2.979127,-13.856406,8.999736,0,0,-2.979127,57.254671,0,60.621778,60.621778,60.621778,59.132215,62.111342,-62.111342,-15.34597,-45.275808,0,0,cluster1
3360,0,0,0,0,-12.124356,8.504369,0,0,0,36.217182,0,39.837169,39.837169,39.837169,39.837169,39.837169,-39.837169,-12.124356,-27.712813,0,0,cluster1
3361,0,4.936345,-5.876848,-0.940504,-5.727892,-4.936345,-10.813193,4.936345,0.940504,9.711609,4.936345,17.320508,23.197356,17.320508,22.256853,7.447818,-12.384163,-6.668396,-14.647954,14.809034,0,cluster1
3362,7.794229,1.558846,-0.550792,-2.109638,-7.936257,-7.052911,-0.550792,1.558846,-10.361128,63.929995,0,67.549981,75.895002,65.991136,65.991136,69.108827,-67.549981,-5.369358,-56.953295,-7.794229,0,cluster1
3363,-8.244562,-8.244562,-10.42175,6.067374,-8.630809,-11.454052,-2.177188,24.733686,-22.556498,44.011411,-16.489124,68.450648,54.138712,76.69521,18.983277,43.716962,-76.69521,-43.786244,-30.731777,16.489124,0,cluster1
3364,0,4.018358,0,0,-10.392305,12.029093,0,0,0,73.828666,0,76.210236,76.210236,80.228593,76.210236,76.210236,-80.228593,-10.392305,-65.817931,-4.018358,0,cluster1
3365,-1.732051,-1.766692,-2.615397,1.046159,-20.78461,11.732912,0.017321,7.160298,-13.163586,108.686188,2.092317,107.38715,113.355797,104.719792,104.899925,108.561481,-115.396153,-20.767289,-84.673036,-1.929505,0,cluster1
3366,6.252703,-2.078461,-0.393176,-2.471637,-0.992465,-6.706501,-4.550097,0,-10.01645,29.290711,2.078461,25.287942,36.090743,29.444864,29.444864,33.601786,-25.287942,2.771281,-21.430665,-2.095781,0,cluster1
3367,3.568025,0,-1.784012,3.568025,-1.732051,-7.136049,-1.784012,3.568025,-12.488086,41.673142,3.568025,39.837169,48.75723,34.485132,38.387442,38.387442,-41.955467,2.17026,-34.202807,-3.568025,0,cluster1
3368,2.078461,0,0,-2.078461,-13.856406,7.304058,-4.156922,0,-4.156922,102.913263,2.078461,107.38715,109.465611,107.38715,105.719185,109.876107,-107.797646,-11.367449,-91.041787,-2.078461,0,cluster1
